"Query","Entrez","Symbol","KO","Name","Comment"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACAD10","80724","ACAD10","","acyl-CoA dehydrogenase family, member 10","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADM","34","ACADM","","acyl-CoA dehydrogenase, C-4 to C-12 straight chain","2"
"ACADS","35","ACADS","","acyl-CoA dehydrogenase, C-2 to C-3 short chain","2"
"ACADS","35","ACADS","","acyl-CoA dehydrogenase, C-2 to C-3 short chain","2"
"ACADS","35","ACADS","","acyl-CoA dehydrogenase, C-2 to C-3 short chain","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE","1636","ACE","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","2"
"ACE2","59272","ACE2","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 2","2"
"ACE2","59272","ACE2","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 2","2"
"ACE2","59272","ACE2","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 2","2"
"ACE2","59272","ACE2","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 2","2"
"ACE2","59272","ACE2","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 2","2"
"ACE2","59272","ACE2","","angiotensin I converting enzyme (peptidyl-dipeptidase A) 2","2"
"ACMSD","130013","ACMSD","K03392","aminocarboxymuconate semialdehyde decarboxylase","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP1","52","ACP1","K14394","acid phosphatase 1, soluble","1"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP2","53","ACP2","","acid phosphatase 2, lysosomal","2"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP4","NA","NA","","NA","0"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP5","54","ACP5","K14379","acid phosphatase 5, tartrate resistant","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP6","51205","ACP6","K14395","acid phosphatase 6, lysophosphatidic","1"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACP7","NA","NA","","NA","0"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACPP","55","ACPP","","acid phosphatase, prostate","2"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ACY1","95","ACY1","K14677","aminoacylase 1","1"
"ADA","100","ADA","","adenosine deaminase","2"
"ADA2","NA","NA","","NA","0"
"ADAM10","102","ADAM10","K06704","ADAM metallopeptidase domain 10","1"
"ADAM10","102","ADAM10","K06704","ADAM metallopeptidase domain 10","1"
"ADAM17","6868","ADAM17","","ADAM metallopeptidase domain 17","2"
"ADAM17","6868","ADAM17","","ADAM metallopeptidase domain 17","2"
"ADAM17","6868","ADAM17","","ADAM metallopeptidase domain 17","2"
"ADAM17","6868","ADAM17","","ADAM metallopeptidase domain 17","2"
"ADAMTS13","11093","ADAMTS13","","ADAM metallopeptidase with thrombospondin type 1 motif, 13","2"
"ADAMTS4","9507","ADAMTS4","","ADAM metallopeptidase with thrombospondin type 1 motif, 4","2"
"ADAMTS4","9507","ADAMTS4","","ADAM metallopeptidase with thrombospondin type 1 motif, 4","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1A","124","ADH1A","","alcohol dehydrogenase 1A (class I), alpha polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1B","125","ADH1B","","alcohol dehydrogenase 1B (class I), beta polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH1C","126","ADH1C","","alcohol dehydrogenase 1C (class I), gamma polypeptide","2"
"ADH4","127","ADH4","K13980","alcohol dehydrogenase 4 (class II), pi polypeptide","1"
"ADH4","127","ADH4","K13980","alcohol dehydrogenase 4 (class II), pi polypeptide","1"
"ADH4","127","ADH4","K13980","alcohol dehydrogenase 4 (class II), pi polypeptide","1"
"ADH4","127","ADH4","K13980","alcohol dehydrogenase 4 (class II), pi polypeptide","1"
"ADH4","127","ADH4","K13980","alcohol dehydrogenase 4 (class II), pi polypeptide","1"
"ADH4","127","ADH4","K13980","alcohol dehydrogenase 4 (class II), pi polypeptide","1"
